,location,total_sqft,bath,price,bhk
7150,Vasanthapura,1022.0,2.0,40.0,2
7151,Vasanthapura,1135.0,2.0,39.73,2
7152,Vasanthapura,995.0,2.0,34.82,2
7153,Vasanthapura,995.0,2.0,34.82,2
7154,Vasanthapura,940.0,2.0,40.0,2
7155,Vasanthapura,1037.0,2.0,36.28,2
7156,Vasanthapura,978.0,2.0,34.22,2
7157,Vasanthapura,1037.0,2.0,36.28,2
7158,Vidyaranyapura,1440.0,2.0,95.0,2
7159,Vidyaranyapura,1062.0,2.0,38.0,2
7160,Vidyaranyapura,1200.0,2.0,55.0,2
7161,Vidyaranyapura,1200.0,4.0,90.0,4
7163,Vidyaranyapura,1060.0,2.0,55.0,2
7164,Vidyaranyapura,1100.0,2.0,54.0,2
7165,Vidyaranyapura,1440.0,2.0,70.0,3
7166,Vidyaranyapura,1100.0,2.0,54.0,2
7167,Vidyaranyapura,1000.0,2.0,35.0,2
7169,Vidyaranyapura,1120.0,2.0,70.0,2
7170,Vidyaranyapura,945.0,2.0,40.0,2
7171,Vidyaranyapura,1100.0,2.0,54.0,2
7172,Vidyaranyapura,1200.0,2.0,65.0,3
7173,Vidyaranyapura,1200.0,2.0,52.0,2
7174,Vidyaranyapura,1050.0,2.0,50.0,2
7175,Vidyaranyapura,1188.0,2.0,50.0,2
7176,Vidyaranyapura,1100.0,2.0,75.0,3
7177,Vidyaranyapura,1100.0,2.0,72.0,3
7178,Vidyaranyapura,2400.0,5.0,135.0,4
7179,Vidyaranyapura,1100.0,2.0,41.0,2
7180,Vidyaranyapura,1200.0,2.0,60.5,2
7181,Vidyaranyapura,1200.0,2.0,42.0,2
7182,Vijayanagar,1704.0,3.0,110.0,3
7183,Vijayanagar,1933.0,3.0,129.0,3
7185,Vijayanagar,1450.0,3.0,100.0,3
7186,Vijayanagar,1580.0,2.0,134.0,3
7187,Vijayanagar,1826.0,3.0,121.0,3
7188,Vijayanagar,1739.0,3.0,116.0,3
7189,Vijayanagar,1490.0,3.0,100.0,3
7190,Vijayanagar,1180.0,2.0,65.0,2
7191,Vijayanagar,606.0,1.0,34.78,1
7192,Vijayanagar,1352.0,2.0,68.0,2
7193,Vijayanagar,1527.0,3.0,115.0,3
7194,Vijayanagar,989.0,2.0,60.0,2
7195,Vijayanagar,1520.0,2.0,103.0,3
7196,Vijayanagar,1749.0,3.0,117.0,3
7197,Vijayanagar,1046.0,2.0,75.0,2
7198,Vijayanagar,606.0,1.0,40.0,1
7199,Vijayanagar,1200.0,2.0,62.0,2
7202,Vijayanagar,1760.0,3.0,140.0,3
7203,Vijayanagar,2047.0,3.0,136.0,3
7204,Vijayanagar,1200.0,2.0,75.0,3
7205,Vijayanagar,1178.0,2.0,82.0,2
7206,Vijayanagar,864.0,2.0,45.0,2
7207,Vijayanagar,2100.0,6.0,252.0,4
7208,Vijayanagar,920.0,2.0,60.0,2
7209,Vijayanagar,1019.0,2.0,58.0,2
7210,Vijayanagar,2400.0,6.0,125.0,5
7211,Vijayanagar,1180.0,2.0,86.0,2
7212,Vijayanagar,1046.0,2.0,49.06,2
7213,Vijayanagar,2400.0,2.0,230.0,1
7214,Vijayanagar,492.0,1.0,40.0,1
7216,Vishveshwarya Layout,750.0,1.0,30.0,1
7217,Vishveshwarya Layout,2000.0,4.0,75.0,4
7218,Vishveshwarya Layout,2100.0,6.0,92.0,6
7219,Vishveshwarya Layout,2000.0,3.0,90.0,4
7220,Vishwapriya Layout,820.0,2.0,30.0,2
7221,Vishwapriya Layout,770.0,2.0,30.0,2
7222,Vishwapriya Layout,910.0,2.0,36.0,2
7223,Vishwapriya Layout,890.0,2.0,37.0,2
7224,Vittasandra,1404.0,2.0,71.0,2
7225,Vittasandra,1246.0,2.0,67.0,2
7226,Vittasandra,1404.0,2.0,69.3,2
7227,Vittasandra,1246.0,2.0,67.3,2
7228,Vittasandra,1246.0,2.0,64.5,2
7229,Vittasandra,1246.0,2.0,64.5,2
7230,Vittasandra,1246.0,2.0,68.0,2
7232,Vittasandra,1238.0,2.0,67.0,2
7233,Vittasandra,1404.0,2.0,75.0,2
7234,Vittasandra,1246.0,2.0,65.0,2
7235,Vittasandra,1238.0,2.0,67.0,2
7236,Vittasandra,1246.0,2.0,67.4,2
7237,Vittasandra,1259.0,2.0,67.4,2
7238,Vittasandra,1404.0,2.0,68.8,2
7239,Vittasandra,1246.0,2.0,62.3,2
7240,Vittasandra,1246.0,2.0,63.0,2
7241,Vittasandra,1246.0,2.0,67.4,2
7242,Vittasandra,1246.0,2.0,65.4,2
7244,Vittasandra,1238.0,2.0,67.32,2
7245,Vittasandra,1246.0,2.0,67.4,2
7247,Vittasandra,1246.0,2.0,67.3,2
7248,Vittasandra,1404.0,2.0,70.0,2
7249,Vittasandra,1259.0,2.0,67.48,2
7250,Vittasandra,1404.0,2.0,75.0,2
7252,Vittasandra,1246.0,2.0,67.0,2
7255,Vittasandra,1404.0,2.0,72.0,2
7256,Vittasandra,1246.0,2.0,67.5,2
7257,Vittasandra,1246.0,2.0,67.5,2
7258,Vittasandra,1404.0,2.0,70.0,2
7259,Vittasandra,1246.0,2.0,65.0,2
7260,Vittasandra,1246.0,2.0,67.4,2
7264,Whitefield,1610.0,3.0,81.0,3
7265,Whitefield,1459.0,2.0,94.82,2
7270,Whitefield,1280.0,2.0,75.0,2
7272,Whitefield,1910.0,3.0,161.0,3
7273,Whitefield,3252.0,4.0,230.0,4
7274,Whitefield,11890.0,4.0,700.0,4
7277,Whitefield,1150.0,2.0,70.0,2
7278,Whitefield,1768.0,3.0,101.0,3
7280,Whitefield,4144.0,4.0,315.0,4
7281,Whitefield,4104.0,4.0,360.0,4
7282,Whitefield,1790.0,3.0,100.0,3
7283,Whitefield,1720.0,3.0,100.0,3
7285,Whitefield,1640.0,4.0,91.0,3
7288,Whitefield,2280.0,4.0,126.0,3
7292,Whitefield,1897.0,3.0,130.0,3
7293,Whitefield,2225.0,2.0,125.0,3
7294,Whitefield,4348.5,2.0,304.0,4
7297,Whitefield,2268.0,3.0,163.0,4
7300,Whitefield,2400.0,4.0,200.0,4
7302,Whitefield,1360.0,2.0,95.0,2
7304,Whitefield,1697.0,3.0,94.79,3
7305,Whitefield,5000.0,4.0,400.0,4
7306,Whitefield,3000.0,5.0,250.0,4
7307,Whitefield,1700.0,3.0,115.0,3
7310,Whitefield,2842.0,3.0,162.0,3
7314,Whitefield,1500.0,3.0,130.0,3
7315,Whitefield,1280.0,2.0,75.0,2
7317,Whitefield,1405.0,2.0,78.0,3
7318,Whitefield,2225.0,3.0,115.0,3
7319,Whitefield,1272.0,2.0,95.05,2
7322,Whitefield,1192.0,2.0,71.0,2
7326,Whitefield,1626.0,3.0,89.0,3
7327,Whitefield,1585.0,3.0,88.0,3
7328,Whitefield,665.0,2.0,28.585,1
7330,Whitefield,1280.0,2.0,85.0,2
7331,Whitefield,1200.0,3.0,68.5,3
7332,Whitefield,4000.0,4.0,330.0,4
7333,Whitefield,1697.0,3.0,108.0,3
7335,Whitefield,3606.0,4.0,312.0,4
7336,Whitefield,1485.0,2.0,90.0,2
7337,Whitefield,950.0,1.0,50.0,1
7338,Whitefield,3584.0,4.0,199.0,4
7339,Whitefield,825.0,1.0,45.0,1
7342,Whitefield,1635.0,2.0,85.0,3
7343,Whitefield,1216.0,2.0,79.0,2
7349,Whitefield,920.0,2.0,63.0,2
7351,Whitefield,1170.0,2.0,71.0,2
7352,Whitefield,1118.0,2.0,75.0,2
7353,Whitefield,1800.0,3.0,110.0,3
7354,Whitefield,1562.0,3.0,103.0,3
7357,Whitefield,2321.0,4.0,128.0,3
7358,Whitefield,1320.0,2.0,95.0,2
7361,Whitefield,3010.0,3.0,200.0,3
7362,Whitefield,1346.0,2.0,96.17,2
7363,Whitefield,3850.0,5.0,316.0,3
7367,Whitefield,2500.0,4.0,155.0,4
7368,Whitefield,905.0,1.0,55.0,1
7370,Whitefield,2268.0,3.0,146.0,4
7373,Whitefield,630.5,1.0,32.79,1
7374,Whitefield,3537.0,5.0,210.0,4
7376,Whitefield,1697.0,3.0,115.0,3
7380,Whitefield,3250.0,5.0,290.0,5
7384,Whitefield,1269.0,2.0,75.0,2
7385,Whitefield,3227.0,5.0,250.0,5
7386,Whitefield,1545.0,3.0,79.0,3
7389,Whitefield,3262.0,4.0,260.0,4
7391,Whitefield,1132.0,2.0,79.28,2
7394,Whitefield,2830.0,5.0,160.0,4
7396,Whitefield,1195.0,2.0,70.0,2
7397,Whitefield,3480.0,4.0,284.0,3
7400,Whitefield,709.0,1.0,34.385,1
7402,Whitefield,1320.0,2.0,79.5,2
7403,Whitefield,750.0,2.0,52.7,2
7404,Whitefield,1200.0,3.0,61.96,3
7409,Whitefield,2094.0,2.0,113.19,3
7411,Whitefield,3445.0,5.0,270.0,4
7412,Whitefield,1700.0,3.0,140.0,3
7413,Whitefield,4827.0,4.0,400.0,4
7414,Whitefield,1405.0,2.0,84.5,2
7416,Whitefield,3252.0,4.0,280.0,4
7418,Whitefield,1150.0,2.0,90.0,2
7419,Whitefield,2400.0,4.0,147.0,4
7421,Whitefield,624.0,1.0,35.0,1
7424,Whitefield,1700.0,3.0,95.0,3
7425,Whitefield,4960.0,4.0,400.0,4
7426,Whitefield,2928.0,4.0,198.0,4
7428,Whitefield,2700.0,5.0,175.0,3
7429,Whitefield,1216.0,2.0,84.0,2
7430,Whitefield,2882.0,5.0,204.0,4
7431,Whitefield,1840.0,3.0,140.0,3
7432,Whitefield,1778.0,3.0,122.0,3
7434,Whitefield,650.0,1.0,25.0,1
7435,Whitefield,2155.0,3.0,125.0,4
7436,Whitefield,905.0,1.0,52.0,1
7441,Whitefield,1216.0,2.0,75.0,2
7443,Whitefield,1255.0,2.0,77.0,2
7444,Whitefield,1216.0,2.0,73.0,2
7445,Whitefield,709.0,1.0,34.735,1
7449,Whitefield,1745.0,3.0,100.0,3
7450,Whitefield,3200.0,4.0,224.0,4
7452,Whitefield,825.0,1.0,44.9,1
7456,Whitefield,1870.0,3.0,138.0,3
7459,Whitefield,1862.0,3.0,125.0,3
7460,Whitefield,1655.0,3.0,113.0,3
7461,Whitefield,530.0,1.0,29.44,1
7463,Whitefield,905.0,1.0,50.0,1
7464,Whitefield,1600.0,3.0,82.0,3
7465,Whitefield,1230.0,4.0,80.0,4
7467,Whitefield,630.5,1.0,32.15,1
7468,Whitefield,905.0,1.0,52.0,1
7472,Whitefield,1216.0,2.0,83.0,2
7477,Whitefield,4075.0,5.0,226.0,4
7478,Whitefield,1216.0,2.0,75.0,2
7486,Whitefield,2856.0,5.0,158.5,4
7489,Whitefield,750.0,1.0,51.0,1
7492,Whitefield,1173.0,2.0,77.0,2
7493,Whitefield,1200.0,3.0,68.4,3
7497,Whitefield,3425.0,5.0,250.0,4
7502,Whitefield,2173.0,3.0,128.0,3
7504,Whitefield,905.0,1.0,62.0,1
7505,Whitefield,1870.0,3.0,138.0,3
7506,Whitefield,1320.0,2.0,99.26,2
7507,Whitefield,2901.0,4.0,190.0,3
7508,Whitefield,1485.0,2.0,96.51,2
7509,Whitefield,1755.0,3.0,101.0,3
7511,Whitefield,2225.0,3.0,149.0,3
7512,Whitefield,1250.0,2.0,82.0,2
7514,Whitefield,605.0,1.0,40.0,1
7517,Whitefield,2210.0,3.0,156.0,3
7518,Whitefield,1173.0,2.0,78.2,2
7519,Whitefield,1740.0,4.0,130.0,3
7520,Whitefield,1216.0,2.0,75.0,2
7522,Whitefield,1655.0,3.0,120.0,3
7523,Whitefield,4003.0,6.0,300.0,4
7525,Whitefield,1180.0,2.0,70.0,2
7527,Whitefield,2023.0,4.0,130.0,3
7528,Whitefield,2134.0,4.0,118.0,3
7531,Whitefield,905.0,1.0,60.0,1
7537,Whitefield,1452.0,3.0,90.0,3
7538,Whitefield,2850.0,5.0,240.0,4
7541,Whitefield,2830.0,5.0,190.0,4
7542,Whitefield,1295.0,2.0,78.5,2
7543,Whitefield,840.0,1.0,57.6,1
7544,Whitefield,640.0,1.0,19.83,1
7545,Whitefield,1991.0,3.0,104.0,3
7549,Whitefield,1655.0,3.0,97.0,3
7550,Whitefield,1850.0,3.0,150.0,3
7551,Whitefield,1200.0,3.0,67.77,3
7552,Whitefield,1290.0,2.0,90.0,2
7555,Whitefield,1216.0,2.0,75.0,2
7556,Whitefield,1356.0,2.0,94.84,2
7557,Whitefield,1338.0,2.0,103.0,2
7560,Whitefield,3450.0,4.0,208.0,3
7564,Whitefield,1267.0,2.0,90.33,2
7565,Whitefield,2400.0,4.0,143.0,4
7566,Whitefield,1836.0,3.0,125.0,3
7568,Whitefield,3596.0,3.0,200.0,3
7569,Whitefield,1275.0,2.0,65.0,3
7572,Whitefield,1216.0,2.0,82.0,2
7573,Whitefield,1495.0,3.0,88.0,2
7574,Whitefield,1564.0,3.0,103.0,3
7575,Whitefield,1585.0,3.0,84.0,3
7578,Whitefield,1558.0,3.0,90.0,3
7579,Whitefield,1216.0,2.0,75.0,2
7581,Whitefield,1704.0,3.0,120.0,3
7583,Whitefield,1256.0,2.0,73.0,2
7586,Whitefield,1300.0,2.0,78.0,2
7587,Whitefield,1570.0,3.0,88.0,3
7588,Whitefield,1216.0,2.0,84.03,2
7590,Whitefield,1216.0,2.0,72.5,2
7592,Whitefield,2025.0,4.0,115.0,3
7593,Whitefield,1346.0,2.0,100.0,3
7597,Whitefield,2990.0,3.0,198.0,4
7600,Whitefield,1720.0,3.0,98.97,3
7601,Whitefield,1600.0,3.0,95.0,3
7602,Whitefield,1655.0,3.0,108.0,3
7603,Whitefield,1740.0,3.0,95.0,3
7605,Whitefield,1350.0,2.0,88.0,2
7607,Whitefield,1216.0,2.0,80.0,2
7608,Whitefield,2900.0,4.0,225.0,4
7609,Whitefield,1340.0,2.0,101.0,2
7611,Whitefield,1500.0,3.0,78.57,3
7612,Whitefield,1626.0,3.0,85.0,3
7614,Whitefield,1100.0,2.0,65.0,2
7616,Whitefield,1270.0,2.0,65.0,3
7617,Whitefield,3117.0,3.0,261.0,3
7618,Whitefield,1216.0,2.0,73.0,2
7620,Whitefield,3150.0,3.0,290.0,3
7622,Whitefield,2956.0,5.0,234.0,4
7626,Whitefield,2247.0,3.0,145.0,3
7627,Whitefield,3940.0,5.0,265.0,4
7629,Whitefield,1160.0,2.0,67.0,2
7631,Whitefield,1180.0,2.0,77.0,2
7632,Whitefield,2140.0,3.0,139.0,3
7633,Whitefield,1314.0,2.0,84.0,2
7640,Whitefield,1431.0,3.0,85.0,3
7641,Whitefield,524.0,1.0,29.0,1
7642,Whitefield,2830.0,4.0,161.0,4
7643,Whitefield,2135.0,3.0,149.0,4
7645,Whitefield,3075.0,2.0,188.0,4
7646,Whitefield,1760.0,3.0,160.0,3
7647,Whitefield,1655.0,3.0,110.0,3
7648,Whitefield,840.0,1.0,57.0,1
7649,Whitefield,1725.0,3.0,106.0,3
7652,Whitefield,516.0,1.0,39.0,1
7654,Whitefield,6000.0,4.0,410.0,4
7655,Whitefield,1639.0,3.0,107.0,3
7656,Whitefield,1820.0,3.0,113.0,3
7658,Whitefield,3565.0,4.0,218.0,4
7659,Whitefield,3410.0,5.0,253.0,4
7662,Whitefield,4500.0,4.0,330.0,4
7663,Whitefield,1250.0,2.0,85.0,2
7665,Whitefield,1277.0,2.0,77.0,2
7666,Whitefield,1820.0,3.0,140.0,3
7667,Whitefield,3453.0,4.0,247.0,4
7673,Whitefield,2280.0,4.0,125.0,3
7674,Whitefield,2882.0,5.0,200.0,4
7676,Whitefield,1639.5,3.0,92.63,3
7679,Whitefield,1190.0,2.0,70.0,2
7681,Whitefield,1270.0,2.0,94.0,2
7682,Whitefield,1220.0,2.0,89.0,2
7685,Whitefield,3758.0,3.0,300.0,3
7690,Whitefield,1216.0,2.0,72.0,2
7692,Whitefield,5400.0,5.0,475.0,4
7693,Whitefield,1396.0,3.0,74.0,3
7702,Whitefield,1615.0,3.0,96.9,3
7708,Whitefield,1200.0,2.0,70.0,2
7711,Whitefield,1216.0,2.0,75.0,2
7713,Whitefield,2321.0,4.0,157.0,3
7714,Whitefield,1224.0,2.0,75.0,2
7715,Whitefield,1655.0,3.0,113.0,3
7717,Whitefield,4144.0,5.0,331.0,5
7720,Whitefield,1200.0,3.0,67.75,3
7721,Whitefield,2444.0,4.0,145.0,4
7722,Whitefield,1270.0,2.0,110.0,2
7723,Whitefield,1660.0,3.0,110.0,3
7724,Whitefield,1270.0,2.0,105.0,2
7726,Whitefield,1173.0,2.0,78.2,2
7727,Whitefield,1362.0,2.0,85.0,2
7729,Whitefield,1457.0,2.0,105.0,3
7730,Whitefield,1720.0,3.0,128.0,3
7734,Whitefield,1564.0,3.0,103.0,3
7738,Whitefield,1639.0,3.0,107.0,3
7739,Whitefield,1760.0,3.0,139.0,3
7740,Whitefield,613.0,1.0,48.0,1
7741,Whitefield,1730.0,3.0,125.0,3
7743,Whitefield,877.0,1.0,59.0,1
7747,Yelachenahalli,1464.0,2.0,105.0,3
7748,Yelachenahalli,2400.0,1.0,150.0,2
7749,Yelachenahalli,1700.0,3.0,130.0,3
7750,Yelachenahalli,1130.0,2.0,40.0,2
7751,Yelachenahalli,1080.0,2.0,55.0,2
7752,Yelachenahalli,1400.0,2.0,78.0,2
7753,Yelachenahalli,1080.0,2.0,38.0,2
7754,Yelachenahalli,1330.0,3.0,73.5,3
7755,Yelachenahalli,800.0,1.0,30.0,2
7756,Yelachenahalli,1100.0,2.0,60.0,2
7757,Yelachenahalli,1365.0,2.0,72.0,3
7758,Yelachenahalli,1103.0,2.0,55.0,2
7759,Yelachenahalli,1000.0,2.0,50.0,2
7761,Yelahanka,1326.0,2.0,78.0,2
7768,Yelahanka,1705.0,3.0,95.0,3
7769,Yelahanka,1234.0,2.0,80.0,2
7770,Yelahanka,1315.0,2.0,85.0,2
7771,Yelahanka,1170.0,2.0,62.5,2
7773,Yelahanka,697.0,1.0,45.0,1
7776,Yelahanka,2195.0,4.0,127.0,3
7778,Yelahanka,1614.0,3.0,95.0,3
7780,Yelahanka,628.0,1.0,24.0,1
7783,Yelahanka,654.0,1.0,38.4,1
7791,Yelahanka,1825.0,3.0,105.0,3
7792,Yelahanka,1603.0,3.0,96.0,3
7793,Yelahanka,1304.0,2.0,79.0,2
7799,Yelahanka,1517.0,3.0,76.3,3
7803,Yelahanka,1327.0,2.0,85.0,2
7806,Yelahanka,1566.0,3.0,97.0,3
7808,Yelahanka,1270.0,2.0,78.0,2
7809,Yelahanka,1400.0,2.0,80.54,3
7811,Yelahanka,1322.0,2.0,86.0,2
7812,Yelahanka,1100.0,2.0,70.0,2
7813,Yelahanka,1200.0,2.0,70.0,2
7815,Yelahanka,4000.0,5.0,220.0,5
7816,Yelahanka,2675.0,4.0,140.0,4
7818,Yelahanka,654.0,1.0,37.0,1
7819,Yelahanka,1465.0,3.0,80.01,3
7823,Yelahanka,1692.0,3.0,83.0,3
7828,Yelahanka,2145.0,3.0,125.0,3
7830,Yelahanka,1322.0,2.0,75.0,2
7833,Yelahanka,602.0,1.0,26.0,1
7834,Yelahanka,1100.0,2.0,60.0,2
7835,Yelahanka,1614.0,2.0,100.0,3
7836,Yelahanka,1890.0,3.0,108.0,3
7837,Yelahanka,1556.0,3.0,86.0,3
7838,Yelahanka,1610.0,4.0,85.0,3
7844,Yelahanka,1859.0,3.0,108.0,3
7846,Yelahanka,1322.0,2.0,80.0,2
7849,Yelahanka,2600.0,4.0,175.0,4
7850,Yelahanka,1305.0,2.0,78.0,2
7852,Yelahanka,1711.0,3.0,85.61,3
7853,Yelahanka,1315.0,2.0,75.0,2
7854,Yelahanka,3600.0,6.0,200.0,6
7856,Yelahanka,1614.0,3.0,95.0,3
7857,Yelahanka,1650.0,3.0,105.0,3
7862,Yelahanka,3990.0,4.0,260.0,4
7863,Yelahanka,1620.0,3.0,90.0,3
7864,Yelahanka,654.0,1.0,36.25,1
7865,Yelahanka,1614.0,3.0,93.0,3
7866,Yelahanka,694.0,1.0,30.84,1
7867,Yelahanka,1115.0,2.0,60.0,2
7868,Yelahanka,2317.0,4.0,140.0,3
7869,Yelahanka,1653.0,3.0,93.0,3
7870,Yelahanka,654.0,1.0,38.0,1
7872,Yelahanka,1445.0,2.0,82.0,2
7874,Yelahanka,602.0,1.0,38.0,1
7875,Yelahanka,697.0,1.0,35.0,1
7877,Yelahanka,682.0,1.0,36.23,1
7879,Yelahanka,1560.0,2.0,98.0,3
7880,Yelahanka,1780.0,3.0,107.0,3
7881,Yelahanka,1342.0,2.0,75.0,3
7882,Yelahanka,1823.0,3.0,103.0,3
7883,Yelahanka,1792.0,3.0,104.0,3
7884,Yelahanka,1304.0,2.0,69.97,2
7887,Yelahanka,1300.0,2.0,69.23,2
7888,Yelahanka,1705.0,3.0,91.0,3
7890,Yelahanka,1835.0,3.0,108.0,3
7891,Yelahanka,1847.0,3.0,92.0,3
7893,Yelahanka,1890.0,3.0,109.0,3
7894,Yelahanka,700.0,1.0,38.0,1
7895,Yelahanka,1491.0,3.0,85.0,3
7896,Yelahanka,2088.0,5.0,110.0,4
7899,Yelahanka,3019.0,6.0,190.0,4
7901,Yelahanka,1600.0,3.0,100.0,3
7905,Yelahanka,1705.0,3.0,85.0,3
7906,Yelahanka,1350.0,2.0,85.0,3
7907,Yelahanka,1633.0,3.0,110.0,3
7908,Yelahanka,827.5,1.0,42.535,1
7910,Yelahanka,1355.0,2.0,75.0,3
7913,Yelahanka,1104.0,2.0,58.0,2
7915,Yelahanka,1175.0,2.0,67.77,2
7916,Yelahanka,1322.0,2.0,77.9,2
7917,Yelahanka,602.0,1.0,33.0,1
7918,Yelahanka,1315.0,2.0,77.0,2
7921,Yelahanka,567.0,1.0,25.0,1
7923,Yelahanka,602.0,2.0,30.0,1
7925,Yelahanka,1234.0,2.0,80.0,2
7928,Yelahanka,1267.0,3.0,78.0,2
7929,Yelahanka,1360.0,2.0,78.19,2
7931,Yelahanka New Town,650.0,1.0,33.0,1
7932,Yelahanka New Town,500.0,1.0,20.0,1
7933,Yelahanka New Town,440.0,1.0,16.5,1
7934,Yelahanka New Town,1610.0,3.0,92.0,3
7935,Yelahanka New Town,1700.0,3.0,90.0,3
7936,Yelahanka New Town,650.0,1.0,20.0,1
7937,Yelahanka New Town,350.0,1.0,13.5,1
7939,Yelahanka New Town,1385.0,2.0,65.0,2
7940,Yelahanka New Town,500.0,2.0,24.0,1
7941,Yelahanka New Town,650.0,1.0,17.0,1
7942,Yelahanka New Town,450.0,1.0,16.0,1
7944,Yelahanka New Town,960.0,2.0,50.0,2
7946,Yelahanka New Town,1209.0,2.0,65.0,3
7947,Yelahanka New Town,1400.0,2.0,80.0,3
7948,Yelahanka New Town,450.0,1.0,15.0,1
7949,Yelahanka New Town,500.0,1.0,18.0,1
7950,Yelahanka New Town,1420.0,2.0,75.0,3
7952,Yelahanka New Town,2200.0,2.0,180.0,2
7953,Yelahanka New Town,488.0,1.0,20.0,1
7954,Yelahanka New Town,1100.0,2.0,58.0,2
7957,Yelahanka New Town,1000.0,2.0,44.0,2
7958,Yelahanka New Town,650.0,1.0,18.0,1
7960,Yelahanka New Town,1740.0,3.0,150.0,3
7961,Yelahanka New Town,1290.0,2.0,70.0,2
7963,Yelenahalli,1240.0,2.0,47.12,2
7964,Yelenahalli,1200.0,2.0,46.17,2
7966,Yelenahalli,1260.0,2.0,47.88,2
7968,Yelenahalli,1175.0,2.0,50.0,2
7969,Yelenahalli,1650.0,3.0,68.0,3
7970,Yelenahalli,1200.0,2.0,45.6,2
7971,Yelenahalli,1200.0,2.0,46.17,2
7972,Yelenahalli,1160.0,2.0,44.08,2
7974,Yeshwanthpur,1693.0,3.0,108.0,3
7975,Yeshwanthpur,667.0,1.0,36.85,1
7976,Yeshwanthpur,1950.0,4.0,130.0,4
7978,Yeshwanthpur,665.0,1.0,36.85,1
7982,Yeshwanthpur,671.0,1.0,36.85,1
7983,Yeshwanthpur,1852.0,3.0,160.0,3
7984,Yeshwanthpur,1277.5,2.0,95.815,2
7985,Yeshwanthpur,668.0,1.0,36.85,1
7986,Yeshwanthpur,1185.0,2.0,75.84,2
7987,Yeshwanthpur,1195.0,2.0,100.0,2
7988,Yeshwanthpur,1313.0,3.0,96.0,3
7989,Yeshwanthpur,1400.0,2.0,100.0,2
7992,Yeshwanthpur,673.0,1.0,36.85,1
7993,Yeshwanthpur,717.0,2.0,49.475,2
7996,Yeshwanthpur,605.0,1.0,41.745,1
7998,Yeshwanthpur,669.0,1.0,36.85,1
8000,Yeshwanthpur,3027.0,4.0,260.0,3
8003,Yeshwanthpur,670.0,1.0,36.85,1
8006,Yeshwanthpur,1240.0,2.0,80.0,2
8007,Yeshwanthpur,1713.0,3.0,110.0,3
8008,Yeshwanthpur,1144.0,2.0,67.0,2
8009,Yeshwanthpur,1541.0,2.0,130.0,2
8011,Yeshwanthpur,1362.0,2.0,100.0,2
8012,Yeshwanthpur,666.0,1.0,36.8,1
8013,Yeshwanthpur,1855.0,3.0,140.0,3
8015,Yeshwanthpur,1165.0,2.0,85.0,2
8018,Yeshwanthpur,1825.0,3.0,145.0,3
8020,Yeshwanthpur,994.0,2.0,54.67,1
8021,Yeshwanthpur,650.0,1.0,40.0,1
8022,Yeshwanthpur,1855.0,3.0,140.0,3
8023,Yeshwanthpur,1500.0,3.0,100.0,3
8028,Yeshwanthpur,674.0,1.0,36.85,1
8030,Yeshwanthpur,672.0,1.0,36.85,1
8033,Yeshwanthpur,1195.0,2.0,100.0,2
8034,Yeshwanthpur,1692.0,3.0,108.0,3
8036,Yeshwanthpur,2500.0,5.0,185.0,6
8041,Yeshwanthpur,1855.0,3.0,135.0,3
8042,Yeshwanthpur,1876.0,3.0,160.0,3
8044,other,2770.0,4.0,290.0,3
8047,other,600.0,1.0,38.0,1
8050,other,1500.0,2.0,185.0,2
8051,other,840.0,2.0,45.0,2
8052,other,4395.0,3.0,240.0,3
8053,other,845.0,2.0,55.0,2
8054,other,2511.0,3.0,205.0,3
8055,other,1660.0,2.0,105.0,3
8057,other,1200.0,2.0,65.0,2
8058,other,1200.0,3.0,90.0,3
8062,other,782.0,2.0,55.68,2
8063,other,1800.0,3.0,120.0,3
8064,other,1413.0,2.0,75.0,3
8065,other,945.0,2.0,54.0,2
8066,other,1870.0,3.0,110.0,3
8067,other,1260.0,2.0,85.05,3
8069,other,2795.0,4.0,235.0,3
8071,other,1904.0,3.0,150.0,3
8072,other,2000.0,3.0,175.0,3
8075,other,1500.0,3.0,100.0,3
8077,other,1783.0,3.0,115.0,3
8078,other,912.0,2.0,70.0,3
8081,other,1580.0,3.0,100.0,3
8082,other,1415.0,3.0,78.0,3
8084,other,2405.0,4.0,260.0,3
8085,other,1500.0,2.0,115.0,2
8090,other,1060.0,2.0,60.0,2
8091,other,2600.0,8.0,180.0,8
8093,other,1285.0,2.0,72.5,2
8094,other,4050.0,3.0,280.0,3
8097,other,1280.0,2.0,69.0,2
8098,other,3045.0,3.0,170.0,3
8101,other,900.0,2.0,110.0,2
8106,other,1560.0,3.0,115.0,3
8109,other,1200.0,4.0,165.0,4
8111,other,1645.0,3.0,95.0,3
8112,other,1200.0,2.0,79.0,2
8114,other,1350.0,2.0,140.0,3
8115,other,1800.0,3.0,150.0,3
8117,other,1762.0,3.0,125.0,3
8119,other,1200.0,3.0,90.0,3
8120,other,2023.71,3.0,275.0,3
8126,other,2150.0,4.0,240.0,3
8129,other,3309.0,4.0,325.0,4
8130,other,5000.0,9.0,360.0,11
8132,other,1150.0,2.0,126.0,2
8135,other,1200.0,2.0,74.0,2
8138,other,1753.0,3.0,120.0,3
8140,other,720.0,2.0,45.0,2
8143,other,1200.0,3.0,165.0,4
8144,other,700.0,1.0,41.0,1
8146,other,1595.0,3.0,115.0,3
8147,other,1353.0,2.0,110.0,2
